time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,distance_from_loc
2023-11-04T02:02:07.140Z,19.1760005950928,-155.484329223633,30.4599990844727,1.86000001,md,27.0,88.0,,0.0900000036,hv,hv73638677,2023-11-04T02:05:23.610Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.68,0.980000019,1.36000001,10.0,automatic,hv,hv,8521.567452207248
2023-11-04T07:20:16.660Z,19.1763324737549,-155.48616027832,35.4300003051758,1.89999998,md,28.0,83.0,,0.0900000036,hv,hv73638797,2023-11-04T07:23:23.410Z,"Island of Hawaii, Hawaii",earthquake,0.56,0.75,1.38999999,8.0,automatic,hv,hv,8521.633919551989
2023-11-04T01:09:11.250Z,19.1588325500488,-155.489334106445,34.4799995422363,1.86000001,md,31.0,160.0,,0.109999999,hv,hv73638667,2023-11-04T01:12:36.640Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.63,0.930000007,1.86000001,4.0,automatic,hv,hv,8523.477245762877
2023-11-04T15:53:07.690Z,19.1608333587646,-155.513168334961,37.0699996948242,2.19,ml,43.0,110.0,,0.159999996,hv,hv73638977,2023-11-04T15:58:38.790Z,"5 km SW of Pāhala, Hawaii",earthquake,0.54,0.720000029,5.15,3.0,automatic,hv,hv,8524.56411508089
2023-11-04T02:30:53.310Z,19.136833190918,-155.52099609375,40.8899993896484,1.89999998,md,29.0,151.0,,0.150000006,hv,hv73638682,2023-11-04T02:35:27.020Z,"8 km SSW of Pāhala, Hawaii",earthquake,0.64,0.910000026,1.94000006,4.0,automatic,hv,hv,8527.278616279908
2023-11-03T22:31:35.325Z,29.0589,82.2652,10.0,4.0,mb,29.0,114.0,2.936,0.6,us,us7000l8rr,2023-11-04T16:00:59.202Z,"25 km SSE of Jumla, Nepal",earthquake,10.07,1.954,0.173,9.0,reviewed,us,us,9499.192991066564
2023-11-04T09:38:38.192Z,20.1401,147.7574,10.0,5.0,mb,64.0,83.0,7.077,0.78,us,us7000l8um,2023-11-04T15:48:50.171Z,Mariana Islands region,earthquake,10.92,1.864,0.033,287.0,reviewed,us,us,10780.159614285418
2023-11-04T12:26:00.906Z,20.2008,122.0072,11.274,4.4,mb,52.0,101.0,2.743,0.86,us,us7000l8v3,2023-11-04T12:55:51.040Z,"27 km S of Basco, Philippines",earthquake,8.43,4.493,0.1,29.0,reviewed,us,us,11096.695983665579
2023-11-04T01:23:10.558Z,-41.1703,-89.8059,10.0,4.8,mb,34.0,157.0,12.543,0.93,us,us7000l8t0,2023-11-04T03:15:03.040Z,southeast of Easter Island,earthquake,5.47,1.896,0.109,26.0,reviewed,us,us,11596.520262017217
2023-11-04T00:18:29.503Z,1.0637,125.6396,65.088,4.5,mb,24.0,82.0,1.751,0.87,us,us7000l8s4,2023-11-04T02:48:07.009Z,"70 km SE of Bitung, Indonesia",earthquake,10.4,10.919,0.125,19.0,reviewed,us,us,13213.194137276625
2023-11-04T17:43:09.407Z,-19.6779,-175.6875,215.218,4.6,mb,33.0,151.0,1.552,1.05,us,us7000l8w5,2023-11-04T18:33:12.040Z,Tonga,earthquake,13.84,8.49,0.09,40.0,reviewed,us,us,13365.971707616005
2023-11-04T12:49:52.601Z,-20.5156,-177.8899,382.817,4.3,mb,45.0,78.0,2.595,0.75,us,us7000l8v5,2023-11-04T13:12:04.040Z,"278 km WNW of Houma, Tonga",earthquake,12.29,7.405,0.066,68.0,reviewed,us,us,13564.52906672713
2023-11-04T00:25:40.565Z,-4.0444,128.9644,138.919,4.5,mb,45.0,52.0,1.051,0.73,us,us7000l8s5,2023-11-04T00:51:30.040Z,"78 km S of Amahai, Indonesia",earthquake,8.55,7.076,0.096,32.0,reviewed,us,us,13756.190458673516
2023-11-04T16:23:47.747Z,-4.0351,127.3691,226.33,4.5,mb,26.0,72.0,2.574,0.51,us,us7000l8vy,2023-11-04T16:37:55.040Z,"97 km WSW of Ambon, Indonesia",earthquake,7.5,6.754,0.121,23.0,reviewed,us,us,13768.4366532054
2023-11-04T09:59:48.016Z,-5.9481,131.1265,101.529,4.5,mb,30.0,116.0,1.867,0.57,us,us7000l8up,2023-11-04T10:18:27.040Z,"183 km W of Tual, Indonesia",earthquake,9.46,7.13,0.105,27.0,reviewed,us,us,13944.030821809254
